,Title,Ratings,Ranked,Popularity,Name,Gender,Image,Character1
399,Nail Shop Paris,6.3, #4673, #624,Park Gyu Ri, Female,https://i.mydramalist.com/NvBRRc.jpg,"""Alex"" / Kim Ji Hun"
400,New Tales of Gisaeng,7.7, #2108, #1699,Im Soo Hyang, Female,https://i.mydramalist.com/2DKAdc.jpg,Ah Da Mo
401,New Tales of Gisaeng,7.7, #2108, #1699,Sung Hoon, Male,https://i.mydramalist.com/xYb03c.jpg,Dan Sa Ran
402,"Noble, My Love",7.6, #2360, #184,Sung Hoon, Male,https://i.mydramalist.com/xYb03c.jpg,Lee Kang Hoon
403,"Noble, My Love",7.6, #2360, #184,Kim Jae Kyung, Female,https://i.mydramalist.com/wVbV1c.jpg,Cha Yoon Seo
404,Oh My Baby,7.8, #1503, #803,Go Joon, Male,https://i.mydramalist.com/EQ2EQ_5c.jpg,Jang Ha Ri
405,Oh My Baby,7.8, #1503, #803,Jang Na Ra, Female,https://i.mydramalist.com/ZrBJkc.jpg,Han Yi Sang
406,Oh My Venus,8.3, #452, #35,So Ji Sub, Male,https://i.mydramalist.com/p0pErc.jpg,Kim Young Ho / John Kim
407,Oh My Venus,8.3, #452, #35,Shin Min Ah, Female,https://i.mydramalist.com/Q71NAc.jpg,Kang Joo Eun
408,Oh! My Lady,7.4, #3289, #363,Choi Shi Won, Male,https://i.mydramalist.com/pjkLDc.jpg,Sung Min Woo
409,Oh! My Lady,7.4, #3289, #363,Chae Rim, Female,https://i.mydramalist.com/l0g4Nc.jpg,Yoon Gae Hwa
410,On The Way To The Airport,7.8, #1709, #1048,Lee Sang Yoon, Male,https://i.mydramalist.com/q8Zn8c.jpg,Choi Soo Ah
411,On The Way To The Airport,7.8, #1709, #1048,Kim Ha Neul, Female,https://i.mydramalist.com/Qy7kW_5c.jpg,Seo Do Woo
412,Once Again,8.5, #221, #1107,Cha Hwa Yun, Female,https://i.mydramalist.com/43l46c.jpg,Jang Ok Boon
413,Once Again,8.5, #221, #1107,Chun Ho Jin, Male,https://i.mydramalist.com/pkNw8c.jpg,Song Young Dal
414,One More Happy Ending,7.9, #1420, #361,Jung Kyung Ho, Male,https://i.mydramalist.com/EyqBz_5c.jpg,"Han Mi Mo [former ""Angels"" member]"
415,One More Happy Ending,7.9, #1420, #361,Jang Na Ra, Female,https://i.mydramalist.com/ZrBJkc.jpg,Song Soo Hyeok
416,One More Time,7.5, #2929, #512,Yoon So Hee, Female,https://i.mydramalist.com/QX5WAc.jpg,Moon Da In
417,One More Time,7.5, #2929, #512,Kim Myung Soo, Male,https://i.mydramalist.com/qw1k8c.jpg,Yoo Tan
418,One Spring Night,8.3, #411, #249,Jung Hae In, Male,https://i.mydramalist.com/r3l2N_5c.jpg,Yoo Ji Ho
419,One Spring Night,8.3, #411, #249,Han Ji Min, Female,https://i.mydramalist.com/jeLxb_5c.jpg,Lee Jung In
420,Orange Marmalade,6.8, #4480, #155,Yeo Jin Goo, Male,https://i.mydramalist.com/0vVlec.jpg,Baek Ma Ri
421,Orange Marmalade,6.8, #4480, #155,Kim Seol Hyun, Female,https://i.mydramalist.com/ql7W2_5c.jpg,Jung Jae Min
422,Padam Padam,7.7, #1921, #682,Jung Woo Sung, Male,https://i.mydramalist.com/2zEmO_5c.jpg,Yang Kang Chil
423,Padam Padam,7.7, #1921, #682,Han Ji Min, Female,https://i.mydramalist.com/jeLxb_5c.jpg,Jung Ji Nah
424,Pasta,7.6, #2435, #427,Lee Sun Kyun, Male,https://i.mydramalist.com/pA3by_5c.jpg,Choi Hyun Wook
425,Pasta,7.6, #2435, #427,Gong Hyo Jin, Female,https://i.mydramalist.com/4k0oZc.jpg,Seo Yoo Kyung
426,Perfume,7.9, #1203, #622,Go Won Hee, Female,https://i.mydramalist.com/2kW7w_5c.jpg,Min Ye Rin / Min Jae Hee
427,Perfume,7.9, #1203, #622,Shin Sung Rok, Male,https://i.mydramalist.com/44Rndc.jpg,Seo Yi Do
428,Personal Taste,7.7, #2064, #38,Lee Min Ho, Male,https://i.mydramalist.com/kEpQwc.jpg,Jeon Jin Ho
429,Personal Taste,7.7, #2064, #38,Son Ye Jin, Female,https://i.mydramalist.com/vgnXX_5c.jpg,Park Gae In
430,Pinocchio,8.4, #265, #9,Lee Jong Suk, Male,https://i.mydramalist.com/XbzDnc.jpg,Choi Dal Po / Ki Ha Myung
431,Pinocchio,8.4, #265, #9,Park Shin Hye, Female,https://i.mydramalist.com/pYK4r_5c.jpg,Choi In Ha
432,Playful Kiss,7.3, #3768, #32,Jung So Min, Female,https://i.mydramalist.com/dY80Kc.jpg,Oh Ha Ni
433,Playful Kiss,7.3, #3768, #32,Kim Hyun Joong, Male,https://i.mydramalist.com/XKplxc.jpg,Baek Seung Jo
434,"Please Come Back, Mister",8.0, #1065, #233,Oh Yeon Seo, Female,https://i.mydramalist.com/XgBRgc.jpg,"Han Hong Nan / ""Han Gi Tak"""
435,"Please Come Back, Mister",8.0, #1065, #233,Rain, Male,https://i.mydramalist.com/rxvggc.jpg,"Lee Hae Joon / ""Kim Yeong Soo"""
436,Please Don't Date Him,7.7, #1907, #1166,Lee Jun Young, Male,https://i.mydramalist.com/weLLJ_5c.jpg,Seo Ji Sung
437,Please Don't Date Him,7.7, #1907, #1166,Song  Ha Yoon, Female,https://i.mydramalist.com/pv0N8c.jpg,Jung Kook Hee
438,Possessed,7.3, #3526, #1103,Song Sae Byuk, Male,https://i.mydramalist.com/QXBL5c.jpg,Kang Pil Sung
439,Possessed,7.3, #3526, #1103,Go Joon Hee, Female,https://i.mydramalist.com/jVKw8c.jpg,Hong Seo Jung
440,Pride and Prejudice,7.6, #2604, #601,Choi Jin Hyuk, Male,https://i.mydramalist.com/xYDEzc.jpg,Goo Dong Chi
441,Pride and Prejudice,7.6, #2604, #601,Baek Jin Hee, Female,https://i.mydramalist.com/vqJRec.jpg,Han Yeol Moo
442,Prime Minister and I,7.3, #3595, #368,Im Yoon Ah, Female,https://i.mydramalist.com/WW0Jp_5c.jpg,Kwon Yul
443,Prime Minister and I,7.3, #3595, #368,Lee Bum Soo, Male,https://i.mydramalist.com/AJrB8c.jpg,Nam Da Jung
444,Private Lives,7.5, #2985, #611,Go Kyung Pyo, Male,https://i.mydramalist.com/qA2vBc.jpg,Cha Joo Eun
445,Private Lives,7.5, #2985, #611,Seo Hyun, Female,https://i.mydramalist.com/q8Wb2c.jpg,Lee Jung Hwan
446,Prosecutor Princess,7.6, #2319, #315,Park Shi Hoo, Male,https://i.mydramalist.com/2DjjVc.jpg,Ma Hye Ri
447,Prosecutor Princess,7.6, #2319, #315,Kim So Yeon, Female,https://i.mydramalist.com/jxYeJ_5c.jpg,Seo In Woo
448,Protect the Boss,7.7, #2261, #144,Choi Kang Hee, Female,https://i.mydramalist.com/dBjrW_5c.jpg,Cha Ji Heon
449,Protect the Boss,7.7, #2261, #144,Ji Sung, Male,https://i.mydramalist.com/XrQXXc.jpg,No Eun Seol
450,Queen In Hyun's Man,8.5, #220, #79,Ji Hyun Woo, Male,https://i.mydramalist.com/vnPQZc.jpg,Kim Bung Do
451,Queen In Hyun's Man,8.5, #220, #79,Yoo In Na, Female,https://i.mydramalist.com/kW6rwc.jpg,Choi Hee Jin
452,Queen for Seven Days,8.3, #467, #425,Yeon Woo Jin, Male,https://i.mydramalist.com/1kOqy_5c.jpg,Shin Chae Kyung / Queen Dangyeong
453,Queen for Seven Days,8.3, #467, #425,Park Min Young, Female,https://i.mydramalist.com/qlep0_5c.jpg,Yi Yeok / Nak Chun / Prince Jinseongdaegun / King Jungjong
454,Queen of Ambition,7.7, #2235, #1321,Kwon Sang Woo, Male,https://i.mydramalist.com/eogkWc.jpg,Joo Da Hae
455,Queen of Ambition,7.7, #2235, #1321,Park Soo Ae, Female,https://i.mydramalist.com/vg4ye_5c.jpg,Ha Ryu / Cha Jae Woong
456,Queen of the Ring,8.0, #1093, #286,Ahn Hyo Seop, Male,https://i.mydramalist.com/qw772c.jpg,Mo Nan Hee
457,Queen of the Ring,8.0, #1093, #286,Kim Seul Gi, Female,https://i.mydramalist.com/pO6vBc.jpg,Park Se Gun
458,Queen: Love And War,7.8, #1583, #1386,Jin Se Yeon, Female,https://i.mydramalist.com/vzjEW_5c.jpg,Lee Gyung
459,Queen: Love And War,7.8, #1583, #1386,Kim Min Kyu, Male,https://i.mydramalist.com/jWp8Bc.jpg,Gang Eun Bo | Gang Eun Gi
460,Radiant Office,7.6, #2524, #717,Go Ah Sung, Female,https://i.mydramalist.com/xW5v0_5c.jpg,Seo Woo Jin
461,Radiant Office,7.6, #2524, #717,Ha Seok Jin, Male,https://i.mydramalist.com/1Aoeb_5c.jpg,Eun Ho Won
462,Radio Romance,7.6, #2504, #175,Kim So Hyun, Female,https://i.mydramalist.com/vdVeqc.jpg,Ji Soo Ho
463,Radio Romance,7.6, #2504, #175,Yoon Doo Joon, Male,https://i.mydramalist.com/RybJY_5c.jpg,Song Geu Rim
464,Rebel: Thief Who Stole the People,8.6, #145, #481,Yoon Kyun Sang, Male,https://i.mydramalist.com/j30Wz_5c.jpg,Hong Gil Dong
465,Rebel: Thief Who Stole the People,8.6, #145, #481,Chae Soo Bin, Female,https://i.mydramalist.com/ZoeeOc.jpg,Song Ga Ryung
466,Record of Youth,7.6, #2651, #200,Park Bo Gum, Male,https://i.mydramalist.com/p3Qx8_5c.jpg,Sa Hye Joon
467,Record of Youth,7.6, #2651, #200,Park So Dam, Female,https://i.mydramalist.com/1qm06c.jpg,Ahn Jung Ha
468,Reply 1988,9.0, #18, #51,Go Kyung Pyo, Male,https://i.mydramalist.com/qA2vBc.jpg,Sung Deok Sun / Sung Soo Yeon
469,Reply 1988,9.0, #18, #51,Lee Hye Ri, Female,https://i.mydramalist.com/XNrBd_5c.jpg,Sung Sun Woo
470,Reply 1994,8.1, #825, #136,Jung Woo, Male,https://i.mydramalist.com/rg2Lm_5c.jpg,Sung Na Jung
471,Reply 1994,8.1, #825, #136,Go Ah Ra, Female,https://i.mydramalist.com/ejKbK_5c.jpg,Sseu Re Ki / Trash
472,Reply 1997,8.6, #130, #36,Jung Eun Ji, Female,https://i.mydramalist.com/vAXmW_5c.jpg,Yoon Yoon Jae
473,Reply 1997,8.6, #130, #36,Seo In Guk, Male,https://i.mydramalist.com/QXz3Ac.jpg,Sung Shi Won
474,Revolutionary Love,7.5, #3057, #367,Kang So Ra, Female,https://i.mydramalist.com/w2dQYc.jpg,Baek Jun
475,Revolutionary Love,7.5, #3057, #367,Choi Shi Won, Male,https://i.mydramalist.com/pjkLDc.jpg,Byeon Hyeok
476,Rich Man,7.4, #3447, #358,Ha Yeon Soo, Female,https://i.mydramalist.com/01nyec.jpg,Kim Bo Ra 
477,Rich Man,7.4, #3447, #358,Suho, Male,https://i.mydramalist.com/Xrjmgc.jpg,Lee Yoo Chan
478,Romance is a Bonus Book,8.3, #459, #56,Lee Jong Suk, Male,https://i.mydramalist.com/XbzDnc.jpg,Kang Dan Yi
479,Romance is a Bonus Book,8.3, #459, #56,Lee Na Young, Female,https://i.mydramalist.com/kEpVdc.jpg,Cha Eun Ho
480,Rooftop Prince,8.2, #548, #61,Park Yoo Chun, Male,https://i.mydramalist.com/QXb5vc.jpg,Lee Kak / Yong Tae Yong
481,Rooftop Prince,8.2, #548, #61,Han Ji Min, Female,https://i.mydramalist.com/jeLxb_5c.jpg,Park Ha / Boo Yong
482,Rookie Historian Goo Hae Ryung,8.2, #544, #241,Cha Eun Woo, Male,https://i.mydramalist.com/RRV4Y_5c.jpg,Goo Hae Ryung / Hui Yeon
483,Rookie Historian Goo Hae Ryung,8.2, #544, #241,Shin Se Kyung, Female,https://i.mydramalist.com/ZQkkj_5c.jpg,Prince Yi Rim / Maehwa / Prince Dowon
484,Run On,8.5, #181, #217,Shin Se Kyung, Female,https://i.mydramalist.com/ZQkkj_5c.jpg,Oh Mi Joo
485,Run On,8.5, #181, #217,Im Shi Wan, Male,https://i.mydramalist.com/qlJ28_5c.jpg,Ki Seon Gyeom
486,Sassy Go Go,8.2, #629, #75,Jung Eun Ji, Female,https://i.mydramalist.com/vAXmW_5c.jpg,Kim Yeol
487,Sassy Go Go,8.2, #629, #75,Lee Won Keun, Male,https://i.mydramalist.com/WoXxW_5c.jpg,Kang Yeon Doo
488,Scent of a Woman,8.0, #1014, #299,Kim Sun Ah, Female,https://i.mydramalist.com/2N31Vc.jpg,Kang Ji Wook
489,Scent of a Woman,8.0, #1014, #299,Lee Dong Wook, Male,https://i.mydramalist.com/Zvejqc.jpg,Lee Yeon Jae
490,School 2017,8.2, #639, #108,Kim Se Jeong, Female,https://i.mydramalist.com/w7lXY_5c.jpg,Hyun Tae Woon
491,School 2017,8.2, #639, #108,Kim Jung Hyun, Male,https://i.mydramalist.com/deADz_5c.jpg,Ra Eun Ho
492,Secret,8.4, #298, #159,Hwang Jung Eum, Female,https://i.mydramalist.com/232Lwc.jpg,Kang Yoo Jeong
493,Secret,8.4, #298, #159,Ji Sung, Male,https://i.mydramalist.com/XrQXXc.jpg,Jo Min Hyeok
494,Secret Garden,8.3, #428, #14,Hyun Bin, Male,https://i.mydramalist.com/qAkLdc.jpg,Kim Joo Won
495,Secret Garden,8.3, #428, #14,Ha Ji Won, Female,https://i.mydramalist.com/E2eb5c.jpg,Gil Ra Im
496,Secret Love Affair,7.7, #1925, #532,Yoo Ah In, Male,https://i.mydramalist.com/pO1V8c.jpg,Lee Sun Jae
497,Secret Love Affair,7.7, #1925, #532,Kim Hee Ae, Female,https://i.mydramalist.com/pjevQc.jpg,Oh Hye Won
498,She Was Pretty,8.1, #742, #22,Hwang Jung Eum, Female,https://i.mydramalist.com/232Lwc.jpg,Ji Sung Jun
499,She Was Pretty,8.1, #742, #22,Park Seo Joon, Male,https://i.mydramalist.com/j8meyc.jpg,Kim Hye Jin
500,Shopping King Louie,8.2, #571, #88,Seo In Guk, Male,https://i.mydramalist.com/QXz3Ac.jpg,Kang Ji Sung / Louis
501,Shopping King Louie,8.2, #571, #88,Nam Ji Hyun, Female,https://i.mydramalist.com/wlJ8Yc.jpg,Go Bok Shil
502,Shut Up: Flower Boy Band,8.1, #791, #98,Jo Bo Ah, Female,https://i.mydramalist.com/v32qe_5c.jpg,Im Soo Ah
503,Shut Up: Flower Boy Band,8.1, #791, #98,Sung Joon, Male,https://i.mydramalist.com/Yy0xQc.jpg,Kwon Ji Hyuk
504,Somehow 18,8.2, #623, #591,Lee Yoo Bi, Female,https://i.mydramalist.com/BbNl1c.jpg,Han Na Bi
505,Somehow 18,8.2, #623, #591,Choi Min Ho, Male,https://i.mydramalist.com/XbLZnc.jpg,Oh Kyung Hwi
506,Something About 1 Percent,8.2, #531, #149,Jeon So Min, Female,https://i.mydramalist.com/1Lg6dc.jpg,Kim Da Hyeon
507,Something About 1 Percent,8.2, #531, #149,Ha Seok Jin, Male,https://i.mydramalist.com/1Aoeb_5c.jpg,Lee Jae In
508,Something in the Rain,7.9, #1245, #111,Jung Hae In, Male,https://i.mydramalist.com/r3l2N_5c.jpg,Yoon Jin Ah
509,Something in the Rain,7.9, #1245, #111,Son Ye Jin, Female,https://i.mydramalist.com/vgnXX_5c.jpg,Seo Joon Hee
510,Soul Mechanic,7.8, #1670, #1113,Jung So Min, Female,https://i.mydramalist.com/dY80Kc.jpg,Han Woo Joo
511,Soul Mechanic,7.8, #1670, #1113,Shin Ha Kyun, Male,https://i.mydramalist.com/EN4dp_5c.jpg,Lee Shi Joon
512,Star of the Universe,8.0, #1080, #504,Suho, Male,https://i.mydramalist.com/Xrjmgc.jpg,"Woo Joo ""Universe"""
513,Star of the Universe,8.0, #1080, #504,Ji Woo, Female,https://i.mydramalist.com/10Nj3c.jpg,"Kim Ha Na / Byul ""Star"""
514,Stars Falling From the Sky,7.7, #2008, #763,Kim Ji Hoon, Male,https://i.mydramalist.com/rXKp7_5c.jpg,Jin Pal Kang
515,Stars Falling From the Sky,7.7, #2008, #763,Choi Jung Won, Female,https://i.mydramalist.com/Zvbz1c.jpg,Won Kang Ha
516,Start-Up,8.1, #798, #116,Bae Suzy, Female,https://i.mydramalist.com/pOqyQc.jpg,Nam Do San
517,Start-Up,8.1, #798, #116,Nam Joo Hyuk, Male,https://i.mydramalist.com/250rk_5c.jpg,Seo Dal Mi
518,Strong Woman Do Bong Soon,8.7, #84, #2,Park Bo Young, Female,https://i.mydramalist.com/vywkBc.jpg,Ahn Min Hyuk
519,Strong Woman Do Bong Soon,8.7, #84, #2,Park Hyung Shik, Male,https://i.mydramalist.com/rxK1mc.jpg,Do Bong Soon
520,Strongest Deliveryman,7.9, #1278, #352,Go Kyung Pyo, Male,https://i.mydramalist.com/qA2vBc.jpg,Choi Kang Soo
521,Strongest Deliveryman,7.9, #1278, #352,Chae Soo Bin, Female,https://i.mydramalist.com/ZoeeOc.jpg,Lee Dan Ah
522,Sungkyunkwan Scandal,8.2, #591, #99,Park Min Young, Female,https://i.mydramalist.com/qlep0_5c.jpg,Kim Yoon Hee / Kim Yoon Shik
523,Sungkyunkwan Scandal,8.2, #591, #99,Park Yoo Chun, Male,https://i.mydramalist.com/QXb5vc.jpg,Lee Sun Joon
524,Surplus Princess,7.3, #3678, #254,Ohn Joo Wan, Male,https://i.mydramalist.com/Pn3b8c.jpg,Kim Ha Ni / Ai Reen
525,Surplus Princess,7.3, #3678, #254,Jo Bo Ah, Female,https://i.mydramalist.com/v32qe_5c.jpg,Lee Hyun Myung
526,Suspicious Partner,8.3, #435, #29,Ji Chang Wook, Male,https://i.mydramalist.com/jAOovc.jpg,Noh Ji Wook
527,Suspicious Partner,8.3, #435, #29,Nam Ji Hyun, Female,https://i.mydramalist.com/wlJ8Yc.jpg,Eun Bong Hee
528,Sweet Munchies,7.0, #4287, #1592,Jung Il Woo, Male,https://i.mydramalist.com/Bx8oAc.jpg,Park Jin Sung
529,Sweet Munchies,7.0, #4287, #1592,Kang Ji Young, Female,https://i.mydramalist.com/RR23R_5c.jpg,Kim Ah Jin
530,Sweet Revenge,8.0, #1067, #505,Park Solomon, Male,https://i.mydramalist.com/0jr56_5c.jpg,Ho Goo Hee 
531,Sweet Revenge,8.0, #1067, #505,Kim Hyang Gi , Female,https://i.mydramalist.com/EQEd0_5c.jpg,Shin Ji Hoon 
532,Tale of the Nine-Tailed,8.3, #455, #130,Lee Dong Wook, Male,https://i.mydramalist.com/Zvejqc.jpg,Lee Yeon | [Mountain Spirit of Baekdudaegan]
533,Tale of the Nine-Tailed,8.3, #455, #130,Jo Bo Ah, Female,https://i.mydramalist.com/v32qe_5c.jpg,Nam Ji Ah | Ah Eum 
534,Temperature of Love,7.5, #2793, #304,Yang Se Jong, Male,https://i.mydramalist.com/1Z835_5c.jpg,Lee Hyun Soo
535,Temperature of Love,7.5, #2793, #304,Seo Hyun Jin, Female,https://i.mydramalist.com/RkJVxc.jpg,On Jung Sun
536,Temptation,7.1, #4151, #1891,Choi Ji Woo, Female,https://i.mydramalist.com/eVLyQc.jpg,Cha Seok Hoon
537,Temptation,7.1, #4151, #1891,Kwon Sang Woo, Male,https://i.mydramalist.com/eogkWc.jpg,Yoo Se Young
538,Terius Behind Me,8.3, #385, #262,Jung In Sun, Female,https://i.mydramalist.com/kq1w8_5c.jpg,Go Ae Rin / Alice
539,Terius Behind Me,8.3, #385, #262,So Ji Sub, Male,https://i.mydramalist.com/p0pErc.jpg,Kim Bon / Terius [NIS black agent] / Wang Jung Nam
540,"That Winter, The Wind Blows",8.0, #1021, #151,Jo In Sung, Male,https://i.mydramalist.com/w8eqAc.jpg,Oh Soo
541,"That Winter, The Wind Blows",8.0, #1021, #151,Song Hye Kyo, Female,https://i.mydramalist.com/Qrn7v_5c.jpg,Oh Young
542,The Beauty Inside,8.4, #325, #91,Seo Hyun Jin, Female,https://i.mydramalist.com/RkJVxc.jpg,Seo Do Jae
543,The Beauty Inside,8.4, #325, #91,Lee Min Ki, Male,https://i.mydramalist.com/wE3Qp_5c.jpg,Han Se Gye
544,The Bridal Mask,8.6, #97, #187,Joo Won, Male,https://i.mydramalist.com/wrJg1_5c.jpg,Lee Kang To / Sato Hiroshi / Lee Young
545,The Bridal Mask,8.6, #97, #187,Jin Se Yeon, Female,https://i.mydramalist.com/vzjEW_5c.jpg,Oh Mok Dan / Boon Yi / Esther
546,The Bride of Habaek,7.3, #3517, #60,Nam Joo Hyuk, Male,https://i.mydramalist.com/250rk_5c.jpg,Yoon So Ah
547,The Bride of Habaek,7.3, #3517, #60,Shin Se Kyung, Female,https://i.mydramalist.com/ZQkkj_5c.jpg,Ha Baek
548,The Crowned Clown,8.4, #323, #449,Yeo Jin Goo, Male,https://i.mydramalist.com/0vVlec.jpg,Clown Ha Sun | King Lee Hun
549,The Crowned Clown,8.4, #323, #449,Lee Se Young, Female,https://i.mydramalist.com/jgO1B_5c.jpg,Queen Yoo So Woon
550,The Emperor: Owner of the Mask,8.0, #1140, #338,Yoo Seung Ho, Male,https://i.mydramalist.com/BDveR_5c.jpg,Crown Prince Lee Sun
551,The Emperor: Owner of the Mask,8.0, #1140, #338,Kim So Hyun, Female,https://i.mydramalist.com/vdVeqc.jpg,Han Ga Eun
552,The Ghost Detective,7.8, #1832, #836,Choi Daniel, Male,https://i.mydramalist.com/xg8WXc.jpg,Lee Da Il
553,The Ghost Detective,7.8, #1832, #836,Park Eun Bin, Female,https://i.mydramalist.com/WAPAXc.jpg,Jung Yeo Wool
554,The Girl Who Sees Scents,7.9, #1237, #121,Shin Se Kyung, Female,https://i.mydramalist.com/ZQkkj_5c.jpg,Oh Cho Rim / Choi Eun Sul
555,The Girl Who Sees Scents,7.9, #1237, #121,Park Yoo Chun, Male,https://i.mydramalist.com/QXb5vc.jpg,Choi Moo Gak
556,The Great Seducer,7.7, #2227, #105,Woo Do Hwan, Male,https://i.mydramalist.com/BgjVl_5c.jpg,Kwon Shi Hyun
557,The Great Seducer,7.7, #2227, #105,Joy, Female,https://i.mydramalist.com/xXbxzc.jpg,Eun Tae Hee
558,The Greatest Love,8.1, #816, #183,Gong Hyo Jin, Female,https://i.mydramalist.com/4k0oZc.jpg,Gu Ae Jung
559,The Greatest Love,8.1, #816, #183,Cha Seung Won, Male,https://i.mydramalist.com/kWkwdc.jpg,Dok Go Jin
560,The Heirs,7.5, #2787, #8,Park Shin Hye, Female,https://i.mydramalist.com/pYK4r_5c.jpg,Cha Eun Sang
561,The Heirs,7.5, #2787, #8,Lee Min Ho, Male,https://i.mydramalist.com/kEpQwc.jpg,Kim Tan
562,The Hymn of Death,8.3, #443, #308,Shin Hye Sun, Female,https://i.mydramalist.com/q5VbB_5c.jpg,Yun Shim Deok
563,The Hymn of Death,8.3, #443, #308,Lee Jong Suk, Male,https://i.mydramalist.com/XbzDnc.jpg,Kim Woo Jin
564,The Incarnation of Money,7.9, #1451, #1374,Kang Ji Hwan, Male,https://i.mydramalist.com/j2rRbc.jpg,Lee Cha Don / Lee Kang Seok
565,The Incarnation of Money,7.9, #1451, #1374,Hwang Jung Eum, Female,https://i.mydramalist.com/232Lwc.jpg,Bok Jae In
566,The Innocent Man,8.1, #731, #86,Song Joong Ki, Male,https://i.mydramalist.com/1kymd_5c.jpg,Seo Eun Ki
567,The Innocent Man,8.1, #731, #86,Moon Chae Won, Female,https://i.mydramalist.com/pRJqe_5c.jpg,Kang Ma Roo
568,The K2,8.1, #704, #41,Ji Chang Wook, Male,https://i.mydramalist.com/jAOovc.jpg,"Kim Je Ha / ""K2"""
569,The K2,8.1, #704, #41,Im Yoon Ah, Female,https://i.mydramalist.com/WW0Jp_5c.jpg,Go An Na
570,The King in Love,7.9, #1474, #625,Im Yoon Ah, Female,https://i.mydramalist.com/WW0Jp_5c.jpg,Eun San
571,The King in Love,7.9, #1474, #625,Im Shi Wan, Male,https://i.mydramalist.com/qlJ28_5c.jpg,Wang Won
572,The King of Dramas,7.8, #1793, #612,Jung Ryeo Won, Female,https://i.mydramalist.com/xkjmwc.jpg,Writer Lee Go Eun
573,The King of Dramas,7.8, #1793, #612,Kim Myung Min, Male,https://i.mydramalist.com/Wz3ml_5c.jpg,Anthony Kim
574,The King: Eternal Monarch,8.0, #935, #63,Lee Min Ho, Male,https://i.mydramalist.com/kEpQwc.jpg,Yi Gon
575,The King: Eternal Monarch,8.0, #935, #63,Kim Go Eun, Female,https://i.mydramalist.com/rg14N_5c.jpg,Jeong Tae Eul | Luna
576,The Last Empress,8.0, #1113, #384,Jang Na Ra, Female,https://i.mydramalist.com/ZrBJkc.jpg,Lee Hyuk
577,The Last Empress,8.0, #1113, #384,Shin Sung Rok, Male,https://i.mydramalist.com/44Rndc.jpg,Oh Sunny
578,The Legend of the Blue Sea,8.4, #340, #17,Lee Min Ho, Male,https://i.mydramalist.com/kEpQwc.jpg,Heo Joon Jae / Kim Dam Ryung [Past]
579,The Legend of the Blue Sea,8.4, #340, #17,Jun Ji Hyun, Female,https://i.mydramalist.com/qwydDc.jpg,Shim Chung / Seo Hwa [Past]
580,The Liar and His Lover,7.5, #2786, #166,Lee Hyun Woo, Male,https://i.mydramalist.com/qbrYdc.jpg,Kang Han Kyeol
581,The Liar and His Lover,7.5, #2786, #166,Joy, Female,https://i.mydramalist.com/xXbxzc.jpg,Yoon So Rim
582,The Lover,7.9, #1208, #271,Oh Jung Se, Male,https://i.mydramalist.com/j4o08c.jpg,Oh Do Shi {Room 609}
583,The Lover,7.9, #1208, #271,Ryu Hyun Kyung, Female,https://i.mydramalist.com/QNpe6c.jpg,Ryu Du Ri {Room 609}
584,The Master's Sun,8.6, #120, #27,So Ji Sub, Male,https://i.mydramalist.com/p0pErc.jpg,"Tae Gong Shil ""Tae Yang"""
585,The Master's Sun,8.6, #120, #27,Gong Hyo Jin, Female,https://i.mydramalist.com/4k0oZc.jpg,"Joo Joong Won / ""Joo Goon"""
586,The Package,8.1, #828, #528,Lee Yun Hee, Female,https://i.mydramalist.com/BwXQ5c.jpg,Yoon So So
587,The Package,8.1, #828, #528,Jung Yong Hwa, Male,https://i.mydramalist.com/QY4qQ_5c.jpg,San Ma Roo
588,The Princess's Man,8.5, #215, #294,Moon Chae Won, Female,https://i.mydramalist.com/pRJqe_5c.jpg,Lee Se Ryung
589,The Princess's Man,8.5, #215, #294,Park Shi Hoo, Male,https://i.mydramalist.com/2DjjVc.jpg,Kim Seung Yoo
590,The Producers,7.6, #2569, #157,Cha Tae Hyun, Male,https://i.mydramalist.com/pjYYec.jpg,PD Ra Jun Mo
591,The Producers,7.6, #2569, #157,Gong Hyo Jin, Female,https://i.mydramalist.com/4k0oZc.jpg,PD Tak Ye Jin
592,The Scholar Who Walks the Night,7.8, #1579, #180,Lee Yoo Bi, Female,https://i.mydramalist.com/BbNl1c.jpg,Jo Yang Seon / Seo Jin
593,The Scholar Who Walks the Night,7.8, #1579, #180,Lee Joon Gi, Male,https://i.mydramalist.com/67r8d_5c.jpg,Kim Sung Yeol
594,The Secret Life of My Secretary,8.1, #843, #171,Kim Young Kwang, Male,https://i.mydramalist.com/QNxJQc.jpg,Do Min Ik
595,The Secret Life of My Secretary,8.1, #843, #171,Jin Ki Joo, Female,https://i.mydramalist.com/r7XQ7_5c.jpg,Jung Gal Hee | Veronica Park
596,The Smile Has Left Your Eyes,8.3, #392, #137,Seo In Guk, Male,https://i.mydramalist.com/QXz3Ac.jpg,Kim Moo Young / Kang Seon Ho
597,The Smile Has Left Your Eyes,8.3, #392, #137,Jung So Min, Female,https://i.mydramalist.com/dY80Kc.jpg,Yoo Jin Kang / Han Jeong Yoon
598,The Tale of Nokdu,8.4, #287, #145,Jang Dong Yoon, Male,https://i.mydramalist.com/B1vVVc.jpg,"Jeon Nok Du / ""Lady Kim"" / Yeon Soo/Kim Nok Soon"
