Title,Ratings,Ranked,Popularity,Actor 1,URL 1,Actor 2,URL 2
Feel Good To Die,7.8, #1563, #1063,Baek Jin Hee,/people/1652-baek-jin-hee,Kang Ji Hwan,/people/252-kang-ji-hwan
Her Lovely Heels,7.1, #4061, #1066,Hong Jong Hyun,/people/2384-hong-jong-hyun,Han Seung Yeon,/people/5154-han-seung-yeon
Last Minute Romance,7.7, #2272, #1057,Han Seung Yeon,/people/5154-han-seung-yeon,Lee Seo Won,/people/10895-lee-seo-won
Best Wedding,7.2, #4005, #1047,Park Shi Yeon,/people/253-park-shi-yeon,Bae Soo Bin,/people/398-bae-soo-bin
On The Way To The Airport,7.8, #1709, #1048,Kim Ha Neul,/people/403-kim-ha-neul,Lee Sang Yoon,/people/694-lee-sang-yoon
Mimi,7.2, #3848, #1072,Shim Chang Min,/people/551-shim-chang-min,Moon Ga Young,/people/5346-moon-ga-young
Vivid Romance,7.4, #3410, #1052,Yoon Shi Yoon,/people/395-yoon-shi-yoon,Jo Soo Hyang,/people/9520-jo-soo-hyang
Lie After Lie,8.3, #397, #1081,Lee Yoo Ri,/people/2521-lee-yoo-ri,Yeon Jung Hoon,/people/671-yeon-jung-hoon
Best Mistake,7.8, #1506, #1085,Kang Yul,/people/15953-kang-yul,Lee Eun Jae,/people/29927-lee-eun-jae
Grand Prince,7.8, #1683, #1079,Joo Sang Wook,/people/554-joo-sang-wook,Jin Se Yeon,/people/2121-jin-se-yeon
Kiss Goblin,8.0, #1061, #1082,Bae In Hyuk,/people/27249-bae-in-hyuk,Jeon Hye Won,/people/18323-jun-hye-won
Love Playlist,8.0, #919, #1095,Kim Hyung Suk,/people/15848-kim-hyung-suk,Jung Shin Hye,/people/19474-jung-shin-hye
To All The Guys Who Loved Me,7.1, #4089, #1089,Hwang Jung Eum,/people/669-hwang-jung-eum,Yoon Hyun Min,/people/5395-yoon-hyun-min
Level Up,7.3, #3503, #1128,Sung Hoon,/people/546-sung-hoon,Han Bo Reum,/people/5909-han-bo-reum
Once Again,8.5, #221, #1107,Chun Ho Jin,/people/555-chun-ho-jin,Cha Hwa Yun,/people/1193-cha-hwa-yun
Possessed,7.3, #3526, #1103,Song Sae Byuk,/people/1989-song-sae-byeok,Go Joon Hee,/people/1157-go-joon-hee
Twenty-Twenty,8.0, #981, #1127,Han Sung Min,/people/30539-han-sung-min,Kim Woo Seok,/people/16804-woo-shin
Soul Mechanic,7.8, #1670, #1113,Shin Ha Kyun,/people/287-shin-ha-kyun,Jung So Min,/people/346-jung-so-min
Love for a Thousand More,7.6, #2623, #1120,Kang Seung Yoon,/people/5535-kang-seung-yoon,Hwang Seung Eon,/people/8470-hwang-seung-eon
Secret Love,7.5, #2986, #1118,Han Seung Yeon,/people/5154-han-seung-yeon,Ji Chang Wook,/people/806-ji-chang-wook
Seventeen,7.8, #1578, #1144,Yoo Hye In,/people/10692-yoo-hye-in,Kim Do Wan,/people/17102-kim-do-wan
Love Revolution,8.1, #714, #1114,Park Ji Hoon,/people/16211-park-ji-hoon,Lee Ruby,/people/43987-lee-ruby
Haechi,8.0, #1072, #1157,Jung Il Woo,/people/474-jung-il-woo,Go Ah Ra,/people/1287-go-ah-ra
One Sunny Day,7.5, #1169, Not Yet Rated,So Ji Sub,/people/493-so-ji-sub,Kim Ji Won,/people/1692-kim-ji-won
Please Don't Date Him,7.7, #1907, #1166,Song  Ha Yoon,/people/428-song-ha-yoon,Lee Jun Young,/people/15847-jun
Golden Rainbow,7.5, #3060, #1183,Uee,/people/213-uee,Jung Il Woo,/people/474-jung-il-woo
Judge vs. Judge,7.7, #1974, #1182,Park Eun Bin,/people/1897-park-eun-bin,Yeon Woo Jin,/people/1340-yeon-woo-jin
Bachelor's Vegetable Store,7.0, #4243, #1172,Ji Chang Wook,/people/806-ji-chang-wook,Wang Ji Hye,/people/195-wang-ji-hye
Mr. Back,7.2, #3861, #1188,Shin Ha Kyun,/people/287-shin-ha-kyun,Jang Na Ra,/people/668-jang-na-ra
You Make Me Dance,8.1, #840, #1173,Chu Young Woo,/people/59471-chu-young-woo,Won Hyung Hoon,/people/43975-won-hyung-hoon
Aftermath,7.0, #1162, 13+ - Teens 13 or older,Kim Dong Jun,/people/1909-kim-dong-jun,Sun Joo Ah,/people/5276-sun-joo-ah
My Runway,7.2, #1161, 15+ - Teens 15 or older,Park Ji Yeon,/people/819-park-ji-yeon,Kang  Dong Ho,/people/1883-kang-dong-ho
Touching You,7.4, #3485, #1148,Ok Taec Yeon,/people/423-ok-taec-yeon,Song  Ha Yoon,/people/428-song-ha-yoon
When I Was the Most Beautiful,7.0, #4266, #1165,Im Soo Hyang,/people/545-im-soo-hyang,Kim Ji Soo,/people/9428-ji-soo
The Nokdu Flower,8.1, #826, #1198,Jo Jung Suk,/people/1974-jo-jung-suk,Yoon Shi Yoon,/people/395-yoon-shi-yoon
SPY,7.3, #3672, #1210,Kim Jae Joong,/people/500-kim-jae-joong,Bae Jong Ok,/people/2016-bae-jong-ok
Memory,8.3, #483, #1204,Lee Sung Min,/people/1658-lee-sung-min,Kim Jee Soo,/people/1212-kim-jee-soo
The Good Wife,8.1, #895, #1199,Jeon Do Yeon,/people/994-jun-do-yeon,Yoo Ji Tae,/people/279-yoo-ji-tae
High Kick! The Revenge of the Short Legged,8.0, #1012, #1256,Ahn Nae Sang,/people/1530-ahn-nae-sang,Yoon Yoo Sun,/people/308-yoon-yoo-sun
Woman of Dignity,8.2, #642, #1241,Kim Hee Sun,/people/978-kim-hee-sun,Kim Sun Ah,/people/487-kim-sun-ah
My Husband Oh Jak Doo,7.6, #2495, #1226,Kim Kang Woo,/people/1267-kim-kang-woo,Uee,/people/213-uee
How to Buy a Friend,7.9, #1448, #1219,Lee Shin Young,/people/21356-lee-shin-yeong,Shin Seung Ho,/people/19705-shin-seung-ho
Five Fingers,7.4, #3204, #1208,Chae Shi Ra,/people/1276-chae-shi-ra,Joo Ji Hoon,/people/251-joo-ji-hoon
Big Man,7.3, #3770, #1220,Kang Ji Hwan,/people/252-kang-ji-hwan,Lee Da Hee,/people/1736-lee-da-hee
Secret Royal Inspector,8.0, #1155, #1276,Kim Myung Soo,/people/1552-l,Kwon Na Ra,/people/14437-nara
"Cheat On Me, If You Can",7.8, #1646, #1275,Cho Yeo Jung,/people/1325-jo-yeo-jung,Go Joon,/people/12122-go-joon
Miss Ripley,6.7, #4561, #1237,Lee Da Hae,/people/275-lee-da-hae,Park Yoo Chun,/people/429-park-yoo-chun
How Are You Bread,6.8, #4516, #1274,Suho,/people/7248-kim-joon-myun,Lee Se Young,/people/4047-lee-se-young
"Beautiful Love, Wonderful Life",7.8, #1754, #1281,Seol In Ah,/people/14261-seol-in-ah,Kim Jae Young,/people/8232-kim-jae-young
Mistress,8.1, #709, #1257,Han Ga In,/people/561-han-ga-in,Shin Hyun Bin,/people/1510-shin-hyun-bin
Haeundae Lovers,7.1, #4099, #1298,Kim Kang Woo,/people/1267-kim-kang-woo,Cho Yeo Jung,/people/1325-jo-yeo-jung
Boarding House #24,7.4, #3200, #1309,Min Do Hee,/people/5428-do-hee,Ken,/people/7932-ken
The Color of a Woman,6.4, #4663, #1313,Yoon So Yi,/people/1502-yoon-so-yi,Lee Soo Kyung,/people/952-lee-soo-kyung
The Thousandth Man,7.0, #4281, #1299,Lee Chun Hee,/people/1289-lee-chun-hee,Kang Ye Won,/people/2144-kang-ye-won
Naked Fireman,7.9, #1485, #1293,Lee Joon Hyuk,/people/843-lee-joon-hyuk,Jung In Sun,/people/6361-jung-in-sun
"Saimdang, Light’s Diary",7.9, #1449, #1288,Lee Young Ae,/people/305-lee-young-ae,Song Seung Heon,/people/535-song-seung-heon
I Love Lee Tae Ri,6.8, #4449, #1342,Yang Jin Woo,/people/380-yang-jin-woo,Park Ye Jin,/people/536-park-ye-jin
Touch,7.3, #3537, #1338,Joo Sang Wook,/people/554-joo-sang-wook,Kim Bo Ra,/people/4421-kim-bo-ra
Monster,7.4, #3108, #1316,Kang Ji Hwan,/people/252-kang-ji-hwan,Sung Yoo Ri,/people/256-sung-yoo-ri
Goddess of Fire,7.3, #3718, #1337,Moon Geun Young,/people/313-moon-geun-young,Lee Sang Yoon,/people/694-lee-sang-yoon
Queen of Ambition,7.7, #2235, #1321,Park Soo Ae,/people/312-soo-ae,Kwon Sang Woo,/people/851-kwon-sang-woo
How to Hate You,8.0, #1144, #1367,Na Jae Min,/people/16171-na-jae-min,Kim Ji In,/people/20035-kim-ji-in
Wild Chives and Soy Bean Soup: 12 Years Reunion,7.2, #3990, #1322,Lee So Yeon,/people/853-lee-so-yeon,Namgoong Min,/people/513-nam-goong-min
The King's Face,7.4, #3214, #1372,Seo In Guk,/people/2576-seo-in-guk,Lee Sung Jae,/people/1404-lee-sung-jae
Another Parting,7.0, #4282, #1352,Seo In Guk,/people/2576-seo-in-guk,Wang Ji Won,/people/6493-wang-ji-won
Unemployed Romance,6.8, #4443, #1328,Lee Young Ah,/people/397-lee-young-ah,Namgoong Min,/people/513-nam-goong-min
Valid Love,7.3, #3771, #1385,Uhm Tae Woong,/people/690-uhm-tae-woong,Lee Shi Young,/people/348-lee-shi-young
The Incarnation of Money,7.9, #1451, #1374,Kang Ji Hwan,/people/252-kang-ji-hwan,Hwang Jung Eum,/people/669-hwang-jung-eum
Love Affairs in the Afternoon,7.9, #1334, #1384,Lee Sang Yeob,/people/996-lee-sang-yeob,Park Ha Sun,/people/1638-park-ha-sun
Queen: Love And War,7.8, #1583, #1386,Jin Se Yeon,/people/2121-jin-se-yeon,Kim Min Kyu,/people/11693-kim-min-kyu
May Queen,7.5, #3050, #1391,Kim Jae Won,/people/335-kim-jae-won,Han Ji Hye,/people/438-han-ji-hye
"It's Okay, Daddy's Girl",7.4, #3464, #1373,Park In Hwan,/people/390-park-in-hwan,Moon Chae Won,/people/1220-moon-chae-won
All About My Romance,7.6, #2664, #1380,Shin Ha Kyun,/people/287-shin-ha-kyun,Lee Min Jung,/people/337-lee-min-jung
Fluttering Warning,6.8, #4519, #1393,Chun Jung Myung,/people/338-chun-jung-myung,Yoon Eun Hye,/people/250-yoon-eun-hye
Beyond the Clouds,7.6, #2457, #1402,Yoon Kye Sang,/people/829-yoon-kye-sang,Han Ji Hye,/people/438-han-ji-hye
Sweden Laundry,7.1, #4126, #1399,Song  Ha Yoon,/people/428-song-ha-yoon,Chang Jo,/people/8402-chang-jo
Super Daddy Yeol,7.6, #2644, #1396,Lee Dong Gun,/people/660-lee-dong-gun,Lee Yoo Ri,/people/2521-lee-yoo-ri
Ending Again,7.8, #1519, #1409,Kim Geon Won,/people/39005-kim-geon-won,Jo Soo Min,/people/12114-jo-soo-min
The Musical,6.5, #4647, #1424,Gu Hye Seon,/people/231-gu-hye-seon,Park Ki Woong,/people/1544-park-ki-woong
Summer Love,6.7, Not Yet Rated," 4,355",Lee Min Ho,/people/232-lee-min-ho,Im Yoon Ah,/people/972-im-yoon-ah
Failing in Love,7.6, #2402, #1435,Son Sang Yeon,/people/19883-son-sang-yeon,Yang Hye Ji,/people/16354-yang-hye-ji
Nice Witch,7.8, #1511, #1453,Lee Da Hae,/people/275-lee-da-hae,Ryu Soo Young,/people/537-ryu-soo-young
Romance Town,6.4, #4666, #1448,Sung Yoo Ri,/people/256-sung-yoo-ri,Jung Gyu Woon,/people/542-jung-gyu-woon
Miracle That We Met,8.0, #1034, #1479,Kim Myung Min,/people/556-kim-myung-min,Kim Hyun Joo,/people/848-kim-hyun-joo
Let's Eat 3,7.7, #1894, #1452,Baek Jin Hee,/people/1652-baek-jin-hee,Yoon Doo Joon,/people/1608-yoon-doo-joon
Midas,7.1, #4113, #1441,Jang Hyuk,/people/181-jang-hyuk,Lee Min Jung,/people/337-lee-min-jung
Maids,7.8, #1616, #1517,Jung Yoo Mi,/people/196-jung-yoo-mi,Oh Ji Ho,/people/1122-oh-ji-ho
Prince's Prince,6.7, #4599, #1490,Choi Jong Hoon,/people/3009-choi-jong-hoon,Yuna,/people/10002-yuna
Glory Jane,7.0, #4274, #1532,Chun Jung Myung,/people/338-chun-jung-myung,Park Min Young,/people/430-park-min-young
I Have a Lover,7.7, #1951, #1440,Kim Hyun Joo,/people/848-kim-hyun-joo,Ji Jin Hee,/people/404-ji-jin-hee
Love Playlist: Season 2,8.2, #680, #1534,Kim Hyung Suk,/people/15848-kim-hyung-suk,Lee Yoo Jin,/people/19901-lee-yoo-jin
Doubtful Victory,7.5, #2794, #1539,Yoon Kyun Sang,/people/3973-yoon-gyun-sang,Jung Hye Sung,/people/8032-jung-hye-sung
Priest,7.9, #1234, #1551,Yeon Woo Jin,/people/1340-yeon-woo-jin,Jung Yoo Mi,/people/196-jung-yoo-mi
"Bad Thief, Good Thief",7.6, #2482, #1533,Ji Hyun Woo,/people/512-ji-hyun-woo,Seo Hyun,/people/5888-seo-hyun
She is 200 Years Old,6.8, #1543, Not Yet Rated,Son Ji Hyun,/people/1870-nam-ji-hyun,Ji Eun Sung,/people/7934-ji-eun-sung
Poseidon,6.9, #4341, #1565,Choi Shi Won,/people/388-choi-shi-won,Lee Shi Young,/people/348-lee-shi-young
"Seo Yeong, My Daughter",8.0, #1162, #1544,Chun Ho Jin,/people/555-chun-ho-jin,Lee Bo Young,/people/1435-lee-bo-young
"The King's Daughter, Soo Baek Hyang",8.2, #661, #1570,Seo Hyun Jin,/people/941-seo-hyun-jin,Jo Hyun Jae,/people/511-jo-hyun-jae
WHY,8.0, #1118, #1588,Jung Gun Joo,/people/18517-jung-gun-joo,Oh Ah Yun,/people/7001-oh-ah-yun
Sweet Munchies,7.0, #4287, #1592,Jung Il Woo,/people/474-jung-il-woo,Kang Ji Young,/people/7422-kang-ji-young
Come! Jang Bo Ri,7.8, #1597, #1584,Oh Yeon Seo,/people/1722-oh-yeon-seo,Kim Ji Hoon,/people/1270-kim-ji-hoon
Glowing She,6.5, #4640, #1575,So Yi Hyun,/people/443-so-yi-hyun,Park Kwang Hyun,/people/1143-park-kwang-hyun
Second to Last Love,7.4, #3327, #1613,Kim Hee Ae,/people/1278-kim-hee-ae,Ji Jin Hee,/people/404-ji-jin-hee
One Fine Week,8.0, #986, #1637,Seo Ji Soo,/people/17385-seo-ji-soo,Shin Jun Seop,/people/16979-shin-jun-seop
Marry Me Now,7.9, #1377, #1641,Yoo Dong Geun,/people/2487-yoo-dong-geun,Jang Mi Hee ,/people/2475-jang-mi-hee
"Hello, Me!",8.0, #27483, #1601,Choi Kang Hee,/people/1142-choi-kang-hee,Kim Young Kwang,/people/1944-kim-young-kwang
Risky Romance,7.5, #2912, #1617,Lee Shi Young,/people/348-lee-shi-young,Ji Hyun Woo,/people/512-ji-hyun-woo
A Thousand Days' Promise,7.6, #2593, #1622,Kim Rae Won,/people/301-kim-rae-won,Park Soo Ae,/people/312-soo-ae
A Thousand Kisses,6.8, #4454, #1626,Seo Young Hee,/people/1427-seo-young-hee,Ji Hyun Woo,/people/512-ji-hyun-woo
Just Dance,8.0, #1114, #1614,Park Se Wan,/people/15238-park-se-wan,Jang Dong Yoon,/people/12682-jang-dong-yoon
Our Gap Soon,7.1, #4074, #1664,Song Jae Rim,/people/1892-song-jae-rim,Kim So Eun,/people/292-kim-so-eun
Glorious Day,7.8, #1558, #1649,Lee Sang Woo,/people/1782-lee-sang-woo,Park Se Young,/people/2724-park-se-young
Lonely Enough to Love,7.2, #3919, #1660,Ji Hyun Woo,/people/512-ji-hyun-woo,Kim So Eun,/people/292-kim-so-eun
Dr. Ian,7.1, #4075, #1656,Kim Young Kwang,/people/1944-kim-young-kwang,Sandara Park,/people/1392-park-sandara
Girl of 0AM,7.2, #1647, Not Yet Rated,Kim Min Ji,/people/2776-seo-min-ji,Nam Tae Hyun,/people/9598-nam-tae-hyun
Matching! Boys Archery,7.4, #3477, #1703,Baek Chul Min,/people/10842-baek-chul-min,Seo Ji Hoon,/people/12436-seo-ji-hoon
Potato Star 2013QR3,7.5, #2870, #1687,Ha Yeon Soo,/people/5122-ha-yeon-soo,Go Kyung Pyo,/people/2374-go-kyung-pyo
New Tales of Gisaeng,7.7, #2108, #1699,Im Soo Hyang,/people/545-im-soo-hyang,Sung Hoon,/people/546-sung-hoon
The Spring Day of My Life,7.6, #2573, #1746,Kam Woo Sung,/people/650-kam-woo-sung,Choi Soo Young,/people/2550-choi-soo-young
The Eccentric Daughter-in-Law,7.3, #3739, #1670,Kim Da Som,/people/4761-kim-da-som,Go Doo Shim,/people/1659-go-doo-shim
Ruby Ruby Love,7.0, #4219, #1727,Seo Hyun,/people/5888-seo-hyun,Lee Chul Woo,/people/10507-lee-chul-woo
9 Seconds: Eternal Time,7.5, #2893, #1671,Lee Joo Seung,/people/4089-lee-joo-seung,Na Hae Ryung,/people/6857-na-hae-ryung
Pop Out Boy!,7.7, #2099, #1713,Kim Do Yeon,/people/15689-kim-do-yeon,Kim Min Kyu,/people/24713-kim-min-kyu
Fates & Furies,7.5, #3083, #1747,Joo Sang Wook,/people/554-joo-sang-wook,Lee Min Jung,/people/337-lee-min-jung
Never Twice,8.0, #1141, #1765,Kwak Dong Yeon,/people/5101-kwak-dong-yeon,Park Se Wan,/people/15238-park-se-wan
Twelve Nights,7.4, #3278, #1678,Han Seung Yeon,/people/5154-han-seung-yeon,Shin Hyun Soo,/people/11423-shin-hyun-soo
Life is Beautiful,8.0, #942, #1796,Song Chang Eui,/people/1219-song-chang-eui,Lee Sang Woo,/people/1782-lee-sang-woo
I Hate You Juliet,7.2, #3784, #1788,Lee Hong Ki,/people/211-lee-hong-ki,Jung Hye Sung,/people/8032-jung-hye-sung
Spark,7.2, #3999, #1799,Na In Woo,/people/9481-na-jong-chan,Nam Bo Ra,/people/1213-nam-bo-ra
Goodbye to Goodbye,7.9, #1258, #1783,Chae Shi Ra,/people/1276-chae-shi-ra,Jo Bo Ah,/people/2213-jo-bo-ah
Her Legend,7.0, #4276, #1806,Choi Jung Won,/people/520-choi-jung-won,Kim Jung Hoon,/people/620-kim-jung-hoon
My Little Baby,7.4, #3159, #1846,Oh Ji Ho,/people/1122-oh-ji-ho,Lee Soo Kyung,/people/952-lee-soo-kyung
"Father, I’ll Take Care of You",7.5, #2917, #1822,Kim Jae Won,/people/335-kim-jae-won,Lee Soo Kyung,/people/952-lee-soo-kyung
My Husband Got a Family,7.9, #1336, #1883,Kim Nam Joo,/people/2091-kim-nam-joo,Yoo  Joon Sang,/people/2422-yoo-joon-sang
Be Arrogant,7.1, #4139, #1872,Shin So Yool,/people/3824-shin-so-yool,Yura,/people/8092-yura
The Equator Man,7.4, #3311, #1825,Uhm Tae Woong,/people/690-uhm-tae-woong,Lee Bo Young,/people/1435-lee-bo-young
Love Playlist: Season 4,8.3, #423, #1893,Lee Yoo Jin,/people/19901-lee-yoo-jin,Park Jung Woo,/people/19902-park-jung-woo
Temptation,7.1, #4151, #1891,Choi Ji Woo,/people/557-choi-ji-woo,Kwon Sang Woo,/people/851-kwon-sang-woo
A Hundred Year's Inheritance,7.1, #4033, #1900,Eugene,/people/336-eugene,Lee Jung Jin,/people/504-lee-jung-jin
Top Star Yoo Baek,7.6, #2284, #1907,Kim Ji Suk,/people/343-kim-ji-suk,Jeon So Min,/people/1730-jun-so-min
Everything and Nothing,7.7, #2054, #1852,Yoon Chan Young,/people/7652-yoon-chan-young,Park Si Eun,/people/9406-park-shi-eun
Becoming a Billionaire,6.9, #4348, #1955,Ji Hyun Woo,/people/512-ji-hyun-woo,Lee Bo Young,/people/1435-lee-bo-young
Just One Bite,7.9, #1176, #1959,Kim Ji In,/people/20035-kim-ji-in,Seo Hye Won,/people/21355-seo-hye-won
Giant,8.2, #688, #1906,Lee Bum Soo,/people/319-lee-bum-soo,Park  Sang Min,/people/1902-park-sang-min
The Man in the Mask,7.0, #4204, #1947,Kim Sun Ah,/people/487-kim-sun-ah,Joo Sang Wook,/people/554-joo-sang-wook
My Romantic Some Recipe,7.6, #2337, #2014,Joo Ah Reum,/people/1790-joo-da-young,Cha Eun Woo,/people/10399-cha-eun-woo
Advertising Genius Lee Tae Baek,6.9, #4424, #1936,Jin Goo,/people/1334-jin-goo,Park Ha Sun,/people/1638-park-ha-sun
Woman with a Suitcase,7.5, #2782, #1942,Choi Ji Woo,/people/557-choi-ji-woo,Joo Jin Mo,/people/281-joo-jin-mo
Big Issue,7.9, #1373, #1914,Han Ye Seul,/people/1269-han-ye-seul,Joo Jin Mo,/people/281-joo-jin-mo
Best Chicken,7.4, #3414, #1970,Park Sun Ho,/people/7066-park-sun-ho,Kim So Hye,/people/14438-kim-so-hye
A Man Called God,7.3, #3671, #1971,Song Il Gook,/people/562-song-il-gook,Han Chae Young,/people/635-han-chae-young
Let Me Introduce Her,7.6, #2322, #2019,Nam Sang Mi,/people/956-nam-sang-mi,Kim Jae Won,/people/335-kim-jae-won
King Maker: The Change of Destiny,7.7, #2127, #2013,Park Shi Hoo,/people/608-park-shi-hoo,Go Sung Hee,/people/5293-go-sung-hee
Lily Fever,6.9, #4412, #2010,Kim Hye Joon,/people/11011-kim-hye-joon,Jung Yeon Joo,/people/2383-jung-yeon-joo
Glamorous Temptation,7.3, #3772, #2055,Joo Sang Wook,/people/554-joo-sang-wook,Choi Kang Hee,/people/1142-choi-kang-hee
Love Cells 2,6.9, #4389, #2073,Kim Yoo Jung,/people/1894-kim-yoo-jung,Im Seul Ong,/people/345-im-seul-ong
Manny,6.5, #4644, #2061,Seo Ji Suk,/people/691-seo-ji-suk,Choi Jung Yoon,/people/1097-choi-jung-yoon
Legendary Witch,7.7, #2179, #2060,Han Ji Hye,/people/438-han-ji-hye,Ha Seok Jin,/people/618-ha-suk-jin
One Well-Raised Daughter,7.3, #3551, #2036,Park Han Byul,/people/658-park-han-byul,Lee Tae Gon,/people/1861-lee-tae-gon
It's Okay To Be Sensitive,8.1, #835, #2080,Kim Da Ye,/people/10015-kim-da-ye,Kim Young Dae,/people/19007-kim-young-dae
The Gentlemen of Wolgyesu Tailor Shop,7.8, #1499, #2023,Lee Dong Gun,/people/660-lee-dong-gun,Jo Yoon Hee,/people/1138-jo-yoon-hee
Love Playlist: Season 3,8.1, #829, #2076,Kim Hyung Suk,/people/15848-kim-hyung-suk,Jung Shin Hye,/people/19474-jung-shin-hye
Wonderful Days,7.4, #3139, #2077,Ok Taec Yeon,/people/423-ok-taec-yeon,Lee Seo Jin,/people/699-lee-seo-jin
Matrimonial Chaos,7.8, #1535, #2099,Cha Tae Hyun,/people/284-cha-tae-hyun,Bae Doo Na,/people/302-bae-doo-na
Scandal,7.7, #2107, #2069,Kim Jae Won,/people/335-kim-jae-won,Jo Yoon Hee,/people/1138-jo-yoon-hee
Aftermath 2,7.1, #4110, #2074,Kim Dong Jun,/people/1909-kim-dong-jun,Sun Joo Ah,/people/5276-sun-joo-ah
After The Show Ends,7.5, #32514, #2101,Yoon So Hee,/people/6539-yoon-so-hee,Ha Seok Jin,/people/618-ha-suk-jin
Bong Soon: A Cyborg in Love,7.1, #4183, #2111,Cho Kyu Hyun,/people/11773-cho-kyu-hyun,Yoon So Hee,/people/6539-yoon-so-hee
Best Mistake Season 2,7.7, #2234, #2121,Lee Eun Jae,/people/29927-lee-eun-jae,Kang Yul,/people/15953-kang-yul
All About My Mom,7.8, #1514, #2125,Eugene,/people/336-eugene,Lee Sang Woo,/people/1782-lee-sang-woo
"Smile, Dong Hae",7.5, #3061, #2130,Ji Chang Wook,/people/806-ji-chang-wook,Do Ji Won,/people/2423-do-ji-won
Dr. Champ,7.3, #3716, #2127,Kim So Yeon,/people/609-kim-so-yeon,Jung Gyu Woon,/people/542-jung-gyu-woon
Sword and Flower,6.8, #4455, #2142,Uhm Tae Woong,/people/690-uhm-tae-woong,Kim Ok Bin,/people/2991-kim-ok-bin
Brain,7.6, #2281, #2139,Shin Ha Kyun,/people/287-shin-ha-kyun,Choi Jung Won,/people/520-choi-jung-won
Feast of the Gods,7.4, #3316, #2163,Sung Yoo Ri,/people/256-sung-yoo-ri,Joo Sang Wook,/people/554-joo-sang-wook
Miss Independent Ji Eun,8.0, #2196, Not Yet Rated,Park Gyu Young,/people/15836-park-kyu-young,Jung Eui Jae,/people/18579-jung-eui-jae
Heaven's Order,7.5, #2988, #2181,Lee Dong Wook,/people/274-lee-dong-wook,Kim Yoo Bin,/people/1708-kim-yoo-bin
Yellow,7.5, #2958, #2176,Ji Ye Eun,/people/30243-ji-ye-eun,Kim Do Wan,/people/17102-kim-do-wan
Dating Class,7.9, #1247, #2140,Jang Gyu Ri,/people/18822-jang-gyu-ri,Chuu,/people/17427-chuu
"Please Remember, Princess",7.2, #4020, #2156,Lee Sung Yeol,/people/1412-lee-sung-yeol,Son Ji Hyun,/people/1870-nam-ji-hyun
Endless Love,7.2, #3851, #2213,Ryu Soo Young,/people/537-ryu-soo-young,Hwang Jung Eum,/people/669-hwang-jung-eum
After School: Lucky or Not 2,7.2, #2212, Not Yet Rated,Kang Tae Oh,/people/6776-kang-tae-oh,Alice,/people/8901-alice
How to be Thirty,7.9, #28140, #2169,Jung In Sun,/people/6361-jung-in-sun,Kang Min Hyuk,/people/1437-kang-min-hyuk
Tomorrow Boy,7.0, #2152, Not Yet Rated,N,/people/6877-n,Kang  Min Ah,/people/5436-kang-min-ah
"Coffee, Do Me a Favor",6.8, #4466, #2264,Kim Min Young,/people/2641-kim-min-young,Yong Jun Hyung,/people/2558-yong-jun-hyung
"Take Care Of Us, Captain",7.0, #4269, #2216,Gu Hye Seon,/people/231-gu-hye-seon,Lee Chun Hee,/people/1289-lee-chun-hee
Queen of Reversals,7.4, #3392, #2223,Kim Nam Joo,/people/2091-kim-nam-joo,Jung Joon Ho,/people/1165-jung-joon-ho
"Drawing, Spring",7.3, #2256, Not Yet Rated,Lee Won Keun,/people/1987-lee-won-geun,Song Ji Eun,/people/4962-song-ji-eun
Can Love Become Money,7.3, #3621, #2271,Uhm Ji Won,/people/541-uhm-ji-won,Yeon Jung Hoon,/people/671-yeon-jung-hoon
Mermaid Prince,7.0, #2242, 15+ - Teens 15 or older,Moon Bin,/people/10400-moon-bin,Jung Shin Hye,/people/19474-jung-shin-hye
Ohlala Couple,6.7, #4533, #2220,Shin Hyun Joon,/people/286-shin-hyun-joon,Kim Jung Eun,/people/988-kim-jung-eun
Flower Ever After,7.7, #1943, #2272,Kang Hoon,/people/18814-kang-hoon,Lee Ho Jung,/people/13572-lee-ho-jung
Mama,8.1, #906, #2307,Song Yoon Ah,/people/1292-song-yoon-ah,Yoon Chan Young,/people/7652-yoon-chan-young
Love in Sadness,7.5, #2976, #2266,Ji Hyun Woo,/people/512-ji-hyun-woo,Park Han Byul,/people/658-park-han-byul
Eccentric! Chef Moon,7.6, #2612, #2286,Eric Mun,/people/1171-eric,Go Won Hee,/people/7883-go-won-hee
Hot and Sweet,7.2, #3963, #2314,Choi Min Hwan,/people/7412-choi-min-hwan,Yuna,/people/10002-yuna
Dear My Name,7.9, #1484, #2313,Gongchan,/people/10906-gongchan,Song Yoo Jung,/people/6094-song-yoo-jung
Obstetrics and Gynecology Doctors,7.6, #2351, #2336,Seo Ji Suk,/people/691-seo-ji-suk,Jang Seo Hee,/people/692-jang-seo-hee
Should We Kiss First?,7.8, #1539, #2277,Kam Woo Sung,/people/650-kam-woo-sung,Kim Sun Ah,/people/487-kim-sun-ah
Can We Love?,7.3, #3494, #2339,Eugene,/people/336-eugene,Uhm Tae Woong,/people/690-uhm-tae-woong
Different Dreams,7.8, #1648, #2308,Lee Yo Won,/people/339-lee-yo-won,Yoo Ji Tae,/people/279-yoo-ji-tae
Rosy Lovers,7.3, #3637, #2361,Lee Jang Woo,/people/1320-lee-jang-woo,Han  Sun Hwa,/people/4870-han-sun-hwa
