Title,Ratings,Ranked,Popularity,Actor 1,URL 1,Actor 2,URL 2
Single Wife,6.8, #40599, #5275,Kwak Hee Sung,/people/2560-kwak-hee-sung,Uhm Hyun Kyung,/people/2886-uhm-hyun-kyung
My Love By My Side,7.3, #34950, #5361,Ohn Joo Wan,/people/925-ohn-joo-wan,Lee So Yeon,/people/853-lee-so-yeon
It's My Life,7.1, #37088, #5280,Park  Yoon Jae,/people/2662-park-yoon-jae,Seo Hyo Rim,/people/684-seo-hyo-rim
Enemies from the Past,7.6, #30868, #5366,Choi Yoon Young,/people/1850-choi-yoon-young,Gu Won,/people/4510-gu-won
Mask,6.8, #40256, #5377,Park Jeong Hwa,/people/10288-jung-hwa,Kim Jin Woo,/people/1899-kim-jin-woo
The 1km Distance Between Us,7.0, #38141, #5388,Dong Hyun,/people/5142-kim-dong-hyun,Hong Soo Ah,/people/1984-hong-soo-ah
Fatal Promise,7.0, #38602, #5452,Park Ha Na,/people/8566-park-ha-na,Go Se Won,/people/4635-go-se-won
"Breakup Probation, A Week",7.6, #31276, #5357,Kwon Yu Ri,/people/1811-kwon-yoo-ri,Hyun Woo,/people/328-hyun-woo
Home for Summer,7.3, #35096, #5457,Lee Young Eun,/people/689-lee-young-eun,Yoon Sun Woo,/people/8086-yoon-sun-woo
Real:Time:Love,7.6, #31267, #5437,Lee Eun Soo,/people/39143-lee-eun-soo,Park Si Young,/people/40655-park-shi-young
Save the Family,7.1, #37092, #5555,Kang  Byul,/people/2553-kang-byul,Jae Hee,/people/866-jae-hee
You Are The Only One,7.2, #36299, #5556,Han Chae Ah,/people/2378-han-chae-ah,Sung Hyuk,/people/6866-sung-hyuk
Idol Fever,6.9, #5474, Not Yet Rated,Choi Yoo Jung,/people/11948-choi-yoo-jung,Kim Do Yeon,/people/15689-kim-do-yeon
Girls' Love Story,7.3, #35151, #5528,Oh Cho Hee,/people/5231-oh-cho-hee,Shin Jae Ha,/people/7436-shin-jae-ha
Immortal Classic,7.2, #36204, #5541,Park Sun Young,/people/499-park-sun-young,Go Doo Shim,/people/1659-go-doo-shim
Gracious Revenge,7.2, #35484, #5514,Cha Ye Ryun,/people/1222-cha-ye-ryeon,Choi Myung Gil,/people/3645-choi-myung-gil
The Empress,6.8, #40623, #5589,Kang Ji Sub,/people/1640-kang-ji-sub,Choi Phillip,/people/3583-choi-phillip
First Love Story Season 2,7.5, Not Yet Rated, 664,Jo Ha Seul,/people/15418-jo-ha-seul,Jeon Hee Jin,/people/15419-jun-hee-jin
Banana Actually,7.5, #5591, Not Yet Rated,Ahn Seung Hwan,/people/18291-ahn-seung-hwan,Park Jung Yoon,/people/10012-park-jung-yoon
Tears of Heaven,7.3, #35219, #5682,Park Ji Young,/people/7377-park-ji-young,Hong Ah Reum,/people/2799-hong-ah-reum
I  Can See Your MBTI,7.5, #32547, #5653,Choi Yeon Soo,/people/46083-choi-yeon-soo,Hyunjae,/people/18904-lee-hyun-jae
Be My Boyfriend,7.5, #25075, #5908,Shin Hyun Seung,/people/51673-shin-hyun-seung,Lee Shi Woo,/people/60303-lee-shi-woo
Farming Academy,7.4, #33554, #5717,Yoon Bo Mi,/people/4446-yoon-bo-mi,Lee Tae Hwan,/people/6853-lee-tae-hwan
My Daughter the Flower,7.5, #32192, #5824,Jin Se Yeon,/people/2121-jin-se-yeon,Jo Min Soo,/people/4063-jo-min-soo
Ordinary but Special,7.5, #3066, #5753,Hwang Jung Ha,/people/16599-hwang-jung-ha,Kim Bum Su,/people/39909-kim-bum-su
A Tale of Two Sisters,6.6, #41894, #5864,Park Jae Jung,/people/3902-park-jae-jung,Yoo Geon,/people/738-yoo-geon
Princess Aurora,7.2, #36607, #5937,Jeon So Min,/people/1730-jun-so-min,Oh Chang Seok,/people/5178-oh-chang-seok
I'll Give You The Stars and The Moon,7.3, #35040, #5865,Seo Ji Hye,/people/534-seo-ji-hye,Jo Dong Hyuk,/people/1657-jo-dong-hyeok
Out of Breath,8.1, 13+ - Teens 13 or older, 617,Son Soo Hyun,/people/9338-son-soo-hyun,Lim Ji Ahn,/people/64191-lim-ji-ahn
Mother's Garden,7.2, #35930, #5997,Jung Yoo Mi,/people/196-jung-yoo-mi,Choi  Tae Joon,/people/2145-choi-tae-joon
Big Picture House,7.5, #32393, #5960,Kim Jae Hyun,/people/7600-kim-jae-hyun,Yuna,/people/10002-yuna
"Remember, Hari",7.6, #31513, #5977,Lee Hyun Jun,/people/19782-lee-hyun-jun,Park Ji Ye,/people/23146-park-ji-ye
Am I The Only One With Butterflies?,7.4, Not Yet Rated, 600,Kim Jung Ah,/people/23569-kim-jung-ah,Lee Yoo Ha,/people/25879-lee-yoo-ha
Immortal Goddess,7.2, #36385, #5992,Wang Ji Won,/people/6493-wang-ji-won,Jae Hee,/people/866-jae-hee
You Will Love Me,6.8, #6077, Not Yet Rated,Oh Chang Seok,/people/5178-oh-chang-seok,Lee Tae Im,/people/2485-lee-tae-im
Miss Monte-Cristo,6.8, #25051, #6028,Lee So Yeon,/people/853-lee-so-yeon,Choi Yeo Jin,/people/1326-choi-yeo-jin
22 Flower Road,7.8, #6019, Not Yet Rated,Kim Ye Eun,/people/21066-kim-ye-eun,Kang Yul,/people/15953-kang-yul
Just You,7.2, #36505, #6036,Seo Joon Young,/people/1744-seo-joon-young,Han Hye Rin,/people/547-han-hye-rin
The Great Merchant,7.5, #32544, #6059,Lee Mi Yeon,/people/1668-lee-mi-yeon,Park Sol Mi,/people/2896-park-sol-mi
Unasked Family,7.4, #32736, #6003,Choi Yoon So,/people/1210-choi-yoon-so,Seol Jung Hwan,/people/11133-seol-jung-hwan
Love to the End,7.3, #34704, #6125,Lee Young Ah,/people/397-lee-young-ah,Kang Eun Tak,/people/8062-kang-eun-tak
Sweet 20,7.3, #34386, #6184,Hwang Seung Eon,/people/8470-hwang-seung-eon,Lee Yoo Jin,/people/9675-lee-yoo-jin
Living With a Ghost,9.3, #6186, 15+ - Teens 15 or older,Kriesha Chu,/people/23185-kriesha-chu,Kang Se Hyung,/people/37663-kang-se-hyung
"Run, Jang Mi",7.1, #36924, #6243,Go Joo Won,/people/693-go-joo-won,Lee Young Ah,/people/397-lee-young-ah
My Wonderful Life,6.6, #41539, #6083,Shim Yi Young,/people/1491-shim-yi-young,Choi Sung Jae,/people/13622-choi-sung-jae
If Tomorrow Comes,7.0, #38653, #6286,Ha Seok Jin,/people/618-ha-suk-jin,Go Doo Shim,/people/1659-go-doo-shim
Ruby Ring,7.3, #35376, #6472,Lee So Yeon,/people/853-lee-so-yeon,Im Jung Eun,/people/2474-im-jung-eun
Boys Dormitory,6.8, G - All Ages, 542,Kim Hyun Joon,/people/25129-kim-hyun-joon,Han Seo Joon,/people/25131-han-seo-joon
Anniversary Anyway,7.5, #6425, Not Yet Rated,Kim Min Seo,/people/23031-kim-min-seo,Lee Jae Seok,/people/17400-lee-jae-seok
Brilliant Heritage,7.4, #33270, #6464,Park In Hwan,/people/390-park-in-hwan,Kang Se Jung,/people/1878-go-na-eun
Oh Ja Ryong is Coming,7.4, #34075, #6375,Lee Jang Woo,/people/1320-lee-jang-woo,Oh Yeon Seo,/people/1722-oh-yeon-seo
Cheongdamdong Scandal,7.3, #34203, #6270,Lee Joong Moon,/people/1649-lee-joong-moon,Kang Tae Sung,/people/1712-kang-sung-min
Between Friendship and Love  2,7.4, #6289, Not Yet Rated,Kang  Min Ah,/people/5436-kang-min-ah,Choi Won Myung,/people/10036-choi-won-myung
A Good Supper,8.0, #27942, #6491,Jung Woo Yeon,/people/3381-hyo-young,Jae Hee,/people/866-jae-hee
More Charming By The Day,7.1, #37801, #6485,Song Ok Sook,/people/1104-song-ok-sook,Ye Ji Won,/people/394-ye-ji-won
Korean Peninsula,7.5, #31931, #6476,Hwang Jung Min,/people/938-hwang-jung-min,Kim Jung Eun,/people/988-kim-jung-eun
Witch's Castle,6.6, #41619, #6487,Choi Jung Won,/people/520-choi-jung-won,Seo Ji Suk,/people/691-seo-ji-suk
The Birth of a Married Woman,7.5, #32336, #6544,Yoon Seung Ah,/people/2430-yoon-seung-ah,Lee Joon Hyuk,/people/843-lee-joon-hyuk
No Matter What,7.5, #31584, #6594,Na Hye Mi,/people/11891-na-hye-mi,Choi Woong,/people/6339-choi-woong
You're So Beautiful,7.4, #33141, #6599,Kim Tae Hoon,/people/1070-kim-tae-hoon,Park Tam Hee,/people/1221-park-tam-hee
Blessing of the Sea,7.2, #35989, #6657,Lee So Yeon,/people/853-lee-so-yeon,Jae Hee,/people/866-jae-hee
To My Beautiful Woo Ri,7.5, Not Yet Rated, 523,Han Na Young,/people/19158-lee-ha-young,Kim Young Dae,/people/19007-kim-young-dae
No Going Back Romance,7.4, #33649, #6673,Yoon San,/people/22109-yoon-san,Lee Da Yeon,/people/57183-lee-da-yeon
I'm Sorry Kang Nam Goo,7.2, #35498, #6734,Kim Min Seo,/people/685-kim-min-seo,Park Sun Ho,/people/7066-park-sun-ho
Crushes Reverse,7.7, #29613, #6760,Kim Shi Eun,/people/21332-kim-s-i-eun,Jung Hyo Jun,/people/22284-jeong-hyo-jun
Let's Make a New Start,7.1, #37054, #6631,Park Min Ji,/people/1650-park-min-ji,Kim Jung Hoon,/people/620-kim-jung-hoon
Love In Memory,7.0, #38866, #6735,Jung Gyu Woon,/people/542-jung-gyu-woon,Jo Yoon Hee,/people/1138-jo-yoon-hee
Sometoon 2020,7.5, #6823, 15+ - Teens 15 or older,Binnie,/people/17703-binnie,Jung Woo Jin,/people/45219-jung-woo-jin
All the Love in the World: Season 1,7.0, #38606, #6793,Shin  Won Ho,/people/3646-shin-won-ho,Yang  Jin Sung,/people/2790-yang-jin-sung
First Kiss,7.1, #6824, Not Yet Rated,Shin Do Hyun,/people/18290-shin-do-hyun,Kim Kwan Soo,/people/18153-kim-kwan-soo
Yoo Mi's Room,7.0, #38523, #6801,Son Dam Bi,/people/616-son-dam-bi,Lee Yi Kyung,/people/4754-lee-yi-kyung
Triple Fling Season 2,7.4, #6834, 13+ - Teens 13 or older,Woo Da Vi,/people/29895-woo-da-bi,Son Sang Yeon,/people/19883-son-sang-yeon
First Love Story Season 3,7.5, #6833, Not Yet Rated,Kim Lip,/people/17422-kim-lip,Choerry,/people/17425-choerry
Access 2014,7.9, Not Yet Rated, 479,Roy Kim,/people/7363-roy-kim,Yoon Chae Sung,/people/9624-yoon-chae-sung
The Secret of My Love,7.0, #38104, #6871,Song Chang Eui,/people/1219-song-chang-eui,Kang Se Jung,/people/1878-go-na-eun
Two Mothers,7.0, #38370, #6825,Jang Seo Hee,/people/692-jang-seo-hee,Hwang Dong Joo,/people/4345-hwang-dong-joo
Victory For Tomorrow,7.3, #34915, #6887,Jeon So Min,/people/1730-jun-so-min,Song Won Geun,/people/8570-song-won-geun
Only Love,6.5, #42097, #6940,Seo Ha Joon,/people/6193-seo-ha-joon,Im Se Mi,/people/1585-im-se-mi
Detective Alice 2,6.9, #39152, #6931,Kim Nam Joo,/people/10854-kim-nam-joo,Jo Dong Hyuk,/people/1657-jo-dong-hyeok
Banana Actually 2,7.5, #6898, Not Yet Rated,Song Won Seok,/people/10691-song-won-seok,Bae Da Bin,/people/17304-bae-da-bin
My Son-In-Law's Woman,7.2, #36500, #7030,Seo Ha Joon,/people/6193-seo-ha-joon,Yang  Jin Sung,/people/2790-yang-jin-sung
Lover of the Palace,7.0, Not Yet Rated, 459,Shin  Won Ho,/people/3646-shin-won-ho,Han Bo Reum,/people/5909-han-bo-reum
Please Marry Me,6.9, #7060, Not Yet Rated,Han Sang Jin,/people/1904-han-sang-jin,Oh Yoon Ah,/people/2854-oh-yoon-ah
Number Woman Gye Sook Ja,6.3, #43057, #6889,Jeon Hye Bin,/people/4947-jun-hye-bin,Ahn Woo Yeon,/people/10879-ahn-woo-yeon
Real:Time:Love 3,7.7, #29941, #7054,Park Si Young,/people/40655-park-shi-young,Choi Hyun Wook,/people/40661-choi-hyun-wook
Prominent Woman,6.4, #42971, #6927,Chun Woo Hee,/people/4163-chun-woo-hee,Ahn Jae Hong,/people/6005-ahn-jae-hong
Beautiful You,6.7, #41153, #7135,Kang Eun Tak,/people/8062-kang-eun-tak,Lee So Yeon,/people/853-lee-so-yeon
"No, Thank You",8.2, #26998, #7137,Park Ha Sun,/people/1638-park-ha-sun,Kwon Yool,/people/1272-kwon-yool
S.O.S Please Help Me,7.8, #28701, #7167,Ahn Yong Joon,/people/2585-ahn-yong-joon,Kim Bo Ra,/people/4421-kim-bo-ra
Forever Young,7.5, #7053, Not Yet Rated,Kang Tae Oh,/people/6776-kang-tae-oh,Nha Phuong,/people/22370-nha-phuong
Mom Has an Affair,7.3, #34934, #7020,Hyun Jyu Ni,/people/4042-hyun-jyu-ni,Lee Jae Hwang,/people/1514-lee-jae-hwang
A Bird That Doesn't Sing,7.3, #35203, #7126,Oh Hyun Kyung,/people/1737-oh-hyun-kyung,Hong Ah Reum,/people/2799-hong-ah-reum
Want a Taste?,6.9, #38965, #6999,Shim Yi Young,/people/1491-shim-yi-young,Seo Do Young,/people/193-seo-do-young
Noble Woman,7.2, #35801, #7199,Seo Ji Hye,/people/534-seo-ji-hye,Jung Sung Woon,/people/3428-jung-sung-woon
Can I Step In?,7.6, #7279, Not Yet Rated,Hwang Bo Reum Byeol,/people/37713-hwang-bo-reum-byeol,Kim Hyo Jin,/people/16982-kim-hyo-jin
In Your Dream,7.2, #36675, #7380,Bae Noo Ri,/people/2431-bae-noo-ri,Lee Jong Won,/people/19955-lee-jong-won
29gram,7.2, #36657, #7382,Song Ji Hyo,/people/273-song-ji-hyo,Lee Il Hyun,/people/23775-lee-il-hyun
Return of Fortunate Bok,7.4, #33799, #7330,Kang Sung Yun,/people/1495-kang-sung-yun,Go Se Won,/people/4635-go-se-won
Secrets and Lies,6.7, #40797, #7327,Oh Seung Ah,/people/5459-oh-seung-ah,Seo Hae Won,/people/18234-seo-hae-won
My Wonderful Roommate,7.1, #7443, G - All Ages,Choi Joon Han,/people/53553-choi-joon-han,Son Ye Ji,/people/44333-son-ye-ji
Somehow Family,7.9, #28473, #7455,Sung Dong Il,/people/1113-sung-dong-il,Jin Hee Kyung,/people/1115-jin-hee-kyung
First Love Again,7.0, #38717, #7536,Myung Se Bin,/people/1233-myung-se-bin,Kim Seung Soo,/people/911-kim-seung-soo
"Remember, Hari 2",7.6, #30968, #7535,Lee Hyun Jun,/people/19782-lee-hyun-jun,Park Ji Ye,/people/23146-park-ji-ye
Enchanting Neighbor,7.5, #32638, #7529,Yoon Hee Seok,/people/401-yoon-hee-seok,Park Tam Hee,/people/1221-park-tam-hee
The Colors of Our Time,7.8, #29006, #7576,Lee Hyun Joo,/people/13648-lee-hyun-joo,Moon Sang Min,/people/36335-mun-sang-min
Can Love Be Refunded,7.5, #32518, #7618,Ryu Eui Hyun,/people/4409-ryu-ui-hyun,Shin Hye Jung,/people/4431-shin-hye-jung
Bad Love,7.2, #36714, #7631,Shin Go Eun,/people/21367-shin-go-eun,Lee Sun Ho,/people/1388-lee-sun-ho
Today Office Tomorrow Romance,7.4, #7632, 15+ - Teens 15 or older,Kim Chan Mi,/people/12212-chanmi,Park Sung Woo,/people/16304-park-sung-woo
Dandelion Family,7.5, #32476, #7517,Lee Yoon Ji,/people/1254-lee-yoon-ji,Kim Dong Wook,/people/1465-kim-dong-wook
Hyunhaetan Marriage War,6.9, #39806, #7674,Im Joo Hwan,/people/577-im-joo-hwan,Akiba Rie,/people/3471-akiba-rie
Naughty Boy,6.8, #7689, 13+ - Teens 13 or older,Ji Seung Hyun,/people/9307-ji-seung-hyun,Kim Ye Won,/people/7014-kim-ye-won
Late Blossom,7.5, #32468, #7676,Kim Hyung Jun,/people/1656-kim-hyung-jun,Kim Yun Seo,/people/2507-kim-yun-seo
Because It's My First Time,7.4, #33457, #7656,Park Sung Woo,/people/16304-park-sung-woo,Kim Soo In,/people/22593-kim-su-in
Teleport Love,6.7, #7827, Not Yet Rated,Lee Tae Ri,/people/1253-lee-min-ho,Bae Noo Ri,/people/2431-bae-noo-ri
Your Neighbor's Wife,7.3, #34929, #7790,Shin Eun Kyung,/people/290-shin-eun-kyung,Yeom Jung Ah,/people/835-yum-jung-ah
"Will Be Okay, Never Die",7.6, #7739, Not Yet Rated,Jo Woo Ri,/people/3539-jo-woo-ri,Kang Yul,/people/15953-kang-yul
Two Hearts,6.7, #40997, #7782,Baro,/people/5427-baro,Park Yoo Na,/people/10748-park-yoo-na
Bang Ja Chronicles,6.8, #40629, #7777,Yeo Hyun Soo,/people/2006-yeo-hyun-soo,Lee Sun Ho,/people/1388-lee-sun-ho
Pure Melo District,7.3, #34916, #7785,Kim Yi Kyung,/people/32411-kim-lee-kyung,Ki Tae Hwa,/people/47553-lee-min-ho
Golden Fish,7.3, #35247, #7906,Park Sang Won,/people/1577-park-sang-won,Lee Tae Gon,/people/1861-lee-tae-gon
Miss Mamma Mia,6.9, #39057, #7875,Kang  Byul,/people/2553-kang-byul,Han Go Eun,/people/1268-han-go-eun
Do Dream,7.0, #38408, #7834,Eun Chae,/people/18024-eun-chae,Lee Joo Eun,/people/21209-lee-joo-eun
Happy Sisters,7.6, #31361, #7910,Shim Yi Young,/people/1491-shim-yi-young,Han Young,/people/31697-han-young
Secret Crushes: Season 3,7.6, #31308, #7948,Yeo Hoe Hyun,/people/9758-yeo-hwi-hyung,Byeon Woo Seok,/people/13939-byun-woo-suk
Monkey and Dog Romance,7.0, 15+ - Teens 15 or older, 360,Shin  Won Ho,/people/3646-shin-won-ho,Son Ji Hyun,/people/1870-nam-ji-hyun
I Believe in Love,7.7, #30272, #7979,Sun Woo Yong Nyeo,/people/4355-sun-woo-yong-nyeo,Song Jae Ho,/people/544-song-jae-ho
Daring Women,7.5, #31945, #7983,Lee Chang Hoon,/people/1208-lee-chang-hoon,Lee Yoo Ri,/people/2521-lee-yoo-ri
Your Lady,7.3, #35426, #8049,Im Ho,/people/3439-im-ho,Lee Byung Wook,/people/797-lee-byung-wook
Here Comes Love,7.5, #32615, #8064,Kim Ji Young,/people/3597-kim-ji-young,Lee Hoon,/people/2855-lee-hoon
Love Again,7.3, #34287, #8271,Kim Jee Soo,/people/1212-kim-jee-soo,Ryu Jung Han,/people/7594-ryu-jung-han
Six Love Story,7.8, #8150, 13+ - Teens 13 or older,Jeff,/people/19078-lee-jae-hyung,Jo Hyun Jung,/people/64441-jo-hyun-jung
"Hello, Spring",7.2, #8113, Not Yet Rated,Yoon Jin Sol,/people/8110-se-mi,Lee Ho,/people/13066-lee-ho
Sweet Palpitations,7.5, #31744, #8039,Heo Young Ran,/people/825-heo-young-ran,Won Ki Joon,/people/827-won-ki-joon
Am I the Only One with Butterflies? Season 2,7.6, Not Yet Rated, 342,Kim Jung Ah,/people/23569-kim-jung-ah,Lee Yoo Ha,/people/25879-lee-yoo-ha
Shady Mom-in-Law,6.9, #39234, #8063,Kim Hye Sun,/people/3540-kim-hye-sun,Shin Da Eun,/people/3726-shin-da-eun
"Fight Hard, Love Harder: Season 2",7.3, #8250, Not Yet Rated,Kim Do Geon,/people/34797-kim-do-geon,Yoo Hye In,/people/10692-yoo-hye-in
The Blue Sea,6.6, #8293, Not Yet Rated,Jung Ye In,/people/16425-jung-ye-in,Jung Tae Ri,/people/15037-jung-tae-ri
TV Novel: The Stars are Shining,7.5, #32608, #8311,Go Won Hee,/people/7883-go-won-hee,Lee Ha Yul,/people/6671-lee-ha-yul
≥75℃,7.4, #8254, Not Yet Rated,Lee Yoo Ha,/people/25879-lee-yoo-ha,,
Mysterious Nurse,7.2, #35968, #8340,Lee Sung Jong,/people/11004-lee-sung-jong,Jang Hee Ryung,/people/13650-jang-hee-ryung
Pianissimo,7.1, #8288, Not Yet Rated,Lee Tae Sung,/people/347-lee-tae-sung,Son Ho Young,/people/3424-son-ho-young
Take Care Of The Goddess,6.4, #42699, #8475,Kim Min Kyu,/people/11693-kim-min-kyu,Ryu Won,/people/12178-ryu-won
Hold My Hand,7.8, #29152, #8429,Bae Geu Rin,/people/197-bae-geu-rin,Park Shi Eun,/people/2838-park-shi-eun
The Birth of a Family,7.3, #34620, #8393,Lee Kyu Han,/people/1190-lee-kyu-han,Lee So Yeon,/people/853-lee-so-yeon
Flat,8.0, G - All Ages, 334,Song Geon Hee,/people/21678-song-geon-hee,Jung Hye Rin,/people/21423-jung-hye-rin
Real:Time:Love 4,7.7, #29525, #8463,Park Si Young,/people/40655-park-shi-young,Choi Hyun Wook,/people/40661-choi-hyun-wook
Live in Style,7.0, #38578, #8445,Yoon  Se In,/people/4079-yoon-se-in,Ki Tae Young,/people/1164-ki-tae-young
Office Watch,7.3, #8364, Not Yet Rated,Kang Hoon,/people/18814-kang-hoon,Baek Soo Hee,/people/14939-baek-soo-hee
Biggest Fan,7.3, #34356, #8536,Kim Hyun Soo,/people/3917-kim-hyun-soo,Yeon Je Hyung,/people/16352-yeon-je-hyung
Make a Wish,7.2, #36436, #8446,Oh Ji Eun,/people/3020-oh-ji-eun,Ki Tae Young,/people/1164-ki-tae-young
Dreaming CEO,6.9, #39820, #8555,Baek Sung Hyun,/people/803-baek-sung-hyun,Jeon Ji Yoon,/people/9452-jun-ji-yoon
Bride of the Sun,6.9, #39624, #8519,Han Jin Hee,/people/3369-han-jin-hee,Jang Shin Young,/people/1639-jang-shin-young
Just Too Bored,7.6, #8602, Not Yet Rated,Yeon Je Hyung,/people/16352-yeon-je-hyung,Gong Yoo Rim,/people/20180-gong-yoo-rim
The Women's Room,7.2, #35516, #8565,Kang Kyung Joon,/people/3849-kang-kyung-joon,Park Eun Hye,/people/375-park-eun-hye
Happy Ending,7.0, #8564, Not Yet Rated,Ki Hee Hyun,/people/13653-gi-hee-hyun,Eun Jin,/people/13792-eun-jin
Real High School Romance,8.2, #8675, G - All Ages,Woo Jin Kyung,/people/24271-woo-jin-kyung,Han Ji Hyo,/people/41231-han-ji-hyo
You Are a Gift,6.8, #40269, #8569,Cha Do Jin,/people/2623-cha-do-jin,Heo Yi Jae,/people/392-heo-yi-jae
"Please, Summer",7.5, #32707, #8737,Lee Jin Sol,/people/29387-lee-jin-sol,Kim Kang Min,/people/28277-kim-kang-min
"Fight Hard, Love Harder",7.4, #8839, Not Yet Rated,Lee Se Hee,/people/34481-lee-se-hee,Kim Jong Hun,/people/22275-kim-jong-hun
Office Watch 3,7.7, #29843, #8797,Baek Soo Hee,/people/14939-baek-soo-hee,Cho So Bin,/people/22783-cho-so-bin
Shining Romance,7.4, #33604, #8644,Yoon Hee Seok,/people/401-yoon-hee-seok,Lee Mi Sook,/people/516-lee-mi-sook
Women in Our House,7.0, #38032, #8603,Choi Min Sung,/people/1149-choi-min-sung,Jay Kim,/people/1147-kim-jay
Login to You,7.3, #34340, #8866,Shin Jun Seop,/people/16979-shin-jun-seop,Ji Yi Soo,/people/21523-ji-e-suu
Lights and Shadows,7.8, #29378, #8849,Lee Pil Mo,/people/3193-lee-pil-mo,Son Dam Bi,/people/616-son-dam-bi
The Dearest Lady,7.1, #36948, #8667,Kang Min Kyung,/people/4166-kang-min-kyung,Lee Chang Hoon,/people/1208-lee-chang-hoon
Nara's Marvelous Days,7.8, #29335, #8951,Hana,/people/18691-hana,Kang Tae Joo,/people/42491-kang-tae-ju
Sleepless in Love,7.2, #8912, Not Yet Rated,Yang Yoo Jin,/people/21708-yang-yoo-jin,Lee So Hee,/people/21709-lee-so-hee
Things That May Occur to You Today,7.0, #8952, 13+ - Teens 13 or older,Jung Min Gyu,/people/21372-jeong-min-gyu,Park Shi An,/people/21014-park-shi-an
The Clinic for Married Couples: Love and War 2,7.6, #30540, #8894,Kim Dong Jun,/people/1909-kim-dong-jun,G.O,/people/3509-g.o
What Happened to Mirae?,7.1, #9074, 13+ - Teens 13 or older,Han Yi Su,/people/26511-han-yi-su,Kang In,/people/870-kang-in
Secret Crushes: Season 1,7.2, #8885, Not Yet Rated,Park Sun Woo,/people/28905-park-sun-woo,Jo Ki Sung,/people/27001-jo-ki-sung
Someday,7.3, #8944, Not Yet Rated,Choi  Woo Shik,/people/2551-choi-woo-shik,Jo Ayoung,/people/5243-ah-young
Secret Crushes: Special Edition,7.9, #28590, #9087,Yeo Hoe Hyun,/people/9758-yeo-hwi-hyung,Yang Hye Ji,/people/16354-yang-hye-ji
Sweet and Salty Office,7.7, #29464, #9206,Lee Chung Ah,/people/961-lee-chung-ah,Song Won Seok,/people/10691-song-won-seok
"Do you ""Truth or Dare"" with me?",7.5, Not Yet Rated, 293,Lee Il Hyun,/people/23775-lee-il-hyun,Lee Myung Joon,/people/23777-lee-myung-joon
Room of Romance,7.1, #9208, 15+ - Teens 15 or older,Baek Soo Hee,/people/14939-baek-soo-hee,Son Hyun Woo,/people/36511-son-hyun-woo
Farming Academy Season 2,7.4, #33518, #9224,Lee Tae Hwan,/people/6853-lee-tae-hwan,Yoon Bo Mi,/people/4446-yoon-bo-mi
Almost Famous,6.6, #41565, #9356,Kim So Ri,/people/15035-kim-so-ri,Choi Hye Jin,/people/48447-choi-hye-jin
TV Novel: My Mind’s Flower Rain,7.4, #33221, #9363,Na Hae Ryung,/people/6857-na-hae-ryung,Ji Eun Sung,/people/7934-ji-eun-sung
Romance Written Differently,7.0, #9658, Not Yet Rated,Hwang Chan Sung,/people/1641-hwang-chan-sung,Jang Seo Kyung,/people/14077-jang-seo-kyung
Issue Makers,7.0, #38215, #9384,Park Eun Hye,/people/375-park-eun-hye,Kang Dae Hyun,/people/6135-kang-dae-hyun
You're Only Mine,7.2, #36653, #9670,Han Da Min,/people/4130-han-da-min,Song  Jae Hee,/people/1889-song-jae-hee
I Believed in Men,6.9, #39334, #99999,Woo Hee Jin,/people/1461-woo-hee-jin,Park  Sang Min,/people/1902-park-sang-min
You Don't Know Women,7.3, #35432, #99999,Kim Ji Ho,/people/1591-kim-ji-ho,Chae Min Seo,/people/4878-chae-min-seo
Ugly Miss Young Ae Season 8,6.8, #99999, Not Yet Rated,Kim Hyun Sook,/people/1156-kim-hyun-sook,Lee Hae Young,/people/2928-lee-hae-young
Definitely Neighbors,6.5, #42177, #99999,Yoo Ho Jung,/people/2636-yoo-ho-jung,Son Hyun Joo,/people/3391-son-hyun-joo
Mom Is Pretty Too,6.6, #41583, #99999,Kim Ja Ok,/people/2586-kim-ja-ok,Jang Tae Sung,/people/4435-jang-tae-sung
Stormy Lovers,7.0, #38600, #99999,Choi Eun Seo,/people/344-choi-eun-seo,Lee Jae Yoon,/people/923-lee-jae-yoon
Dangerous Woman,6.7, #41332, #99999,Go Eun Mi,/people/1660-go-eun-mi,Hwang Bo Ra,/people/2577-hwang-bo-ra
War of the Roses,6.8, #40578, #99999,Kim Hye Ri,/people/3300-kim-hye-ri,Oh Dae Gyu,/people/3301-oh-dae-gyu
Just Like Today,7.0, #38584, #99999,Kim Mi Sook,/people/1666-kim-mi-sook,Kim Gab Soo,/people/949-kim-gab-soo
When Women Powder Twice,6.2, #43256, #99999,Ahn Danny,/people/639-ahn-danny,Im Jung Eun,/people/2474-im-jung-eun
I’m Glad I Loved You,7.1, #99999, Not Yet Rated,Oh Se Jung,/people/8210-oh-se-jung,Kim Jin Tae,/people/3441-kim-jin-tae
Ji Woon Soo's Stroke of Luck,7.1, #37444, #99999,Im Chang Jung,/people/3082-im-chang-jung,Lee Moon Shik,/people/379-lee-moon-shik
An Angel’s Choice,6.8, #99999, Not Yet Rated,Choi Jung Yoon,/people/1097-choi-jung-yoon,Kang Se Jung,/people/1878-go-na-eun
Welcome Rain to My Life,7.1, #37191, #99999,Lee Da Hee,/people/1736-lee-da-hee,Ryu Sang Wook,/people/4056-ryu-sang-wook
Ugly Miss Young Ae Season 11,6.7, #41248, #99999,Kim Hyun Sook,/people/1156-kim-hyun-sook,Kim San Ho,/people/642-kim-san-ho
